Line	Abs Time(Sec)	Rel Time (Sec)	Status	Er	Tx	Description	Network	Node	ID	Cycle	Ch	B1-256	Dyn	Symbol Type	Strt-PPI-NULL-Sync-Res	H-CRC	CRC	Tframe	Tss Length	Value	Trigger	Signals
Line	Abs Time(Sec)	Rel Time (Sec)	Status	Er	Tx	Description	Network	Node	Arb ID	Remote	Xtd	B1	B2	B3	B4	B5	B6	B7	B8	Value	Trigger	Signals
Line	Abs Time(Sec)	Rel Time (Sec)	Status	Er	Tx	Description	Network	Node	PT	Trgt	Src	B1	B2	B3	B4	B5	B6	B7	B8	Value	Trigger	Signals
217	1330.370951	0.001260221	2.84774E+14	F	F	MS CAN $508	MS CAN		508	F	F	1	7E	0	0	0	0	0	0			
218	1330.373533	0.002581894	67371008	F	F	MS CAN $7F8	MS CAN		7F8	F	F	2	3E	1	0	0	0	0	0			
219	1330.377525	0.003991902	67371008	F	F	MS CAN $678	MS CAN		678	F	F	2	3E	1	0	0	0	0	0			
220	1330.380349	0.002824008	67371008	F	F	MS CAN $525	MS CAN		525	F	F	1	7E	0	0	0	0	0	0			
221	1330.381545	0.001196086	67371008	F	F	MS CAN $680	MS CAN		680	F	F	2	3E	1	0	0	0	0	0			
222	1330.383893	0.002348006	67371008	F	F	MS CAN $53F	MS CAN		53F	F	F	1	7E	0	0	0	0	0	0			
223	1330.384877	0.000984192	67371008	F	F	MS CAN $50F	MS CAN		50F	F	F	1	7E	0	0	0	0	0	0			
224	1330.385551	0.000674069	67371008	F	F	MS CAN $6CC	MS CAN		6CC	F	F	3	22	F1	0	0	0	0	0			
225	1330.389553	0.004001915	67371008	F	F	MS CAN $6A0	MS CAN		6A0	F	F	2	3E	1	0	0	0	0	0			
226	1330.389803	0.000250101	67371008	F	F	MS CAN $510	MS CAN		510	F	F	1	7E	0	0	0	0	0	0			
227	1330.393543	0.003739893	67371008	F	F	MS CAN $620	MS CAN		620	F	F	2	21	4A	0	0	0	0	0			
228	1330.397559	0.004015982	67371008	F	F	MS CAN $6E0	MS CAN		6.00E+00	F	F	3	22	F1	0	0	0	0	0			
229	1330.398235	0.000676095	67371008	F	F	MS CAN $514	MS CAN		514	F	F	1	7E	60	0	5	1	36	38			
230	1330.398471	0.000236213	67371008	F	F	MS CAN $504	MS CAN		504	F	F	6	61	4A	0	1C	80	80	36			
231	1330.399499	0.001028121	67371008	F	F	MS CAN $6CD	MS CAN		6CD	F	F	7	62	F1	0	0	10	2	3			
232	1330.415203	0.015703917	67371008	F	F	MS CAN $51C	MS CAN		51C	F	F	7	62	F1	0	0	5	1	3			
233	1330.501101	0.085897624	67371008	F	F	MS CAN $6B0	MS CAN		6B0	F	F	2	3E	1	0	0	0	0	0			
234	1330.731227	0.230126143	67371008	F	F	MS CAN $648	MS CAN		648	F	F	2	3E	1	0	0	0	0	0			
235	1330.735193	0.003966033	2.88072E+14	F	F	MS CAN $620	MS CAN		620	F	F	2	3E	1	0	0	0	0	0			
236	1330.738491	0.003297985	67371008	F	F	MS CAN $509	MS CAN		509	F	F	1	7E	0	0	0	0	0	0			
237	1330.740117	0.001626194	2.89172E+14	F	F	MS CAN $504	MS CAN		504	F	F	1	7E	3E	0	1C	80	80	36			
238	1330.898145	0.158028007	2.88072E+14	F	F	MS CAN $620	MS CAN		620	F	F	2	21	4A	0	0	0	0	0			
239	1330.901941	0.003796041	2.89172E+14	F	F	MS CAN $504	MS CAN		504	F	F	6	61	4A	0	1C	80	80	36			
240	1331.341394	0.439453185	67371008	F	F	MS CAN $600	MS CAN		600	F	F	2	3E	1	0	0	0	0	0			
241	1331.344525	0.003130138	67371008	F	F	MS CAN $500	MS CAN		500	F	F	1	7E	0	12	37	39	32	32			
242	1331.345371	0.000846028	67371008	F	F	MS CAN $658	MS CAN		658	F	F	2	3E	1	0	0	0	0	0			
243	1331.349391	0.004020035	67371008	F	F	MS CAN $688	MS CAN		688	F	F	3	22	F1	0	0	0	0	0			
244	1331.353374	0.003983796	67371008	F	F	MS CAN $698	MS CAN		698	F	F	3	22	F1	0	0	0	0	0			
245	1331.357364	0.003989816	67371008	F	F	MS CAN $7DA	MS CAN		7DA	F	F	3	22	F1	0	0	0	0	0			
246	1331.35761	0.000245988	67371008	F	F	MS CAN $50B	MS CAN		50B	F	F	1	7E	0	0	0	0	0	0			
247	1331.36141	0.003800035	67371008	F	F	MS CAN $6D8	MS CAN		6D8	F	F	3	22	F1	0	0	0	0	0			
248	1331.364158	0.002748072	67371008	F	F	MS CAN $7DB	MS CAN		7DB	F	F	7	62	F1	0	0	2	1	3			
249	1331.365101	0.00094223	67371008	F	F	MS CAN $511	MS CAN		511	F	F	7	62	F1	0	0	10	3	3			
250	1331.365479	0.000378072	67371008	F	F	MS CAN $628	MS CAN		628	F	F	3	22	F1	0	0	0	0	0			
251	1331.367555	0.002076149	67371008	F	F	MS CAN $513	MS CAN		513	F	F	7	62	F1	0	0	3	2	3			
252	1331.369411	0.00185591	67371008	F	F	MS CAN $784	MS CAN		784	F	F	3	22	F1	0	0	0	0	0			
253	1331.373041	0.003630042	67371008	F	F	MS CAN $505	MS CAN		505	F	F	7	62	F1	0	0	2	3	3			
254	1331.373493	0.000452101	67371008	F	F	MS CAN $7E0	MS CAN		7.00E+00	F	F	2	3E	1	0	0	0	0	0			
255	1331.375463	0.001970053	67371008	F	F	MS CAN $785	MS CAN		785	F	F	7	62	F1	0	0	10	1	1			
256	1331.375729	0.000266194	67371008	F	F	MS CAN $51B	MS CAN		51B	F	F	7	62	F1	0	0	2	3	3			
257	1331.375995	0.000266314	67371008	F	F	MS CAN $7E8	MS CAN		7.00E+08	F	F	1	7E	0	37	33	34	39	30			
258	1331.377393	0.001398027	67371008	F	F	MS CAN $622	MS CAN		622	F	F	2	3E	1	0	0	0	0	0			
259	1331.379919	0.002525985	67371008	F	F	MS CAN $484	MS CAN		484	F	F	1	7E	0	0	0	0	0	0			
260	1331.381405	0.001486003	67371008	F	F	MS CAN $640	MS CAN		640	F	F	2	3E	1	0	0	0	0	0			
261	1331.385399	0.003993869	67371008	F	F	MS CAN $650	MS CAN		650	F	F	2	3E	1	0	0	0	0	0			
262	1331.388761	0.003362	67371008	F	F	MS CAN $50A	MS CAN		50A	F	F	1	7E	0	0	0	0	0	0			
263	1331.389433	0.000672102	67371008	F	F	MS CAN $728	MS CAN		728	F	F	2	3E	1	0	0	0	0	0			
264	1331.391731	0.002297938	67371008	F	F	MS CAN $508	MS CAN		508	F	F	1	7E	0	0	0	0	0	0			
265	1331.392721	0.000990212	67371008	F	F	MS CAN $525	MS CAN		525	F	F	1	7E	0	0	0	0	0	0			
266	1331.393421	0.000699997	67371008	F	F	MS CAN $7F8	MS CAN		7F8	F	F	2	3E	1	0	0	0	0	0			
267	1331.397405	0.003983855	67371008	F	F	MS CAN $678	MS CAN		678	F	F	2	3E	1	0	0	0	0	0			
268	1331.398326	0.000920177	67371008	F	F	MS CAN $53F	MS CAN		53F	F	F	1	7E	0	0	0	0	0	0			
269	1331.401433	0.003107905	67371008	F	F	MS CAN $680	MS CAN		680	F	F	2	3E	1	0	0	0	0	0			
270	1331.40194	0.000506163	67371008	F	F	MS CAN $50F	MS CAN		50F	F	F	1	7E	0	0	0	0	0	0			
271	1331.405437	0.003497899	67371008	F	F	MS CAN $6CC	MS CAN		6CC	F	F	3	22	F1	0	0	0	0	0			
272	1331.407258	0.001820087	67371008	F	F	MS CAN $510	MS CAN		510	F	F	1	7E	0	0	0	0	0	0			
273	1331.409446	0.002187967	67371008	F	F	MS CAN $6A0	MS CAN		6A0	F	F	2	3E	1	0	0	0	0	0			
274	1331.413427	0.003981888	67371008	F	F	MS CAN $620	MS CAN		620	F	F	2	21	4A	0	0	0	0	0			
275	1331.414755	0.001328051	67371008	F	F	MS CAN $504	MS CAN		504	F	F	6	61	4A	0	1C	80	80	36			
276	1331.417453	0.002697945	67371008	F	F	MS CAN $6E0	MS CAN		6.00E+00	F	F	3	22	F1	0	0	0	0	0			
277	1331.418301	0.000848055	67371008	F	F	MS CAN $514	MS CAN		514	F	F	1	7E	60	0	5	1	36	38			
278	1331.419562	0.001260161	67371008	F	F	MS CAN $6CD	MS CAN		6CD	F	F	7	62	F1	0	0	10	2	3			
279	1331.436182	0.01661998	67371008	F	F	MS CAN $51C	MS CAN		51C	F	F	7	62	F1	0	0	5	1	3			
280	1331.521059	0.08487761	67371008	F	F	MS CAN $6B0	MS CAN		6B0	F	F	2	3E	1	0	0	0	0	0			
281	1331.74121	0.220150828	67371008	F	F	MS CAN $648	MS CAN		648	F	F	2	3E	1	0	0	0	0	0			
282	1331.745176	0.003965855	2.88072E+14	F	F	MS CAN $620	MS CAN		620	F	F	2	3E	1	0	0	0	0	0			
283	1331.748292	0.003116071	2.89172E+14	F	F	MS CAN $504	MS CAN		504	F	F	1	7E	3E	0	1C	80	80	36			
284	1331.750414	0.002122104	67371008	F	F	MS CAN $509	MS CAN		509	F	F	1	7E	0	0	0	0	0	0			
285	1331.921171	0.170757294	2.88072E+14	F	F	MS CAN $620	MS CAN		620	F	F	2	21	4A	0	0	0	0	0			
286	1331.928469	0.007297873	2.89172E+14	F	F	MS CAN $504	MS CAN		504	F	F	6	61	4A	0	1C	80	80	36			
287	1332.361423	0.432953835	67371008	F	F	MS CAN $600	MS CAN		600	F	F	2	3E	1	0	0	0	0	0			
288	1332.364399	0.002976	67371008	F	F	MS CAN $500	MS CAN		500	F	F	1	7E	0	12	37	39	32	32			
289	1332.365397	0.00099802	67371008	F	F	MS CAN $658	MS CAN		658	F	F	2	3E	1	0	0	0	0	0			
290	1332.369415	0.00401783	67371008	F	F	MS CAN $688	MS CAN		688	F	F	3	22	F1	0	0	0	0	0			
291	1332.373403	0.00398773	67371008	F	F	MS CAN $698	MS CAN		698	F	F	3	22	F1	0	0	0	0	0			
292	1332.375809	0.00240612	67371008	F	F	MS CAN $50B	MS CAN		50B	F	F	1	7E	0	0	0	0	0	0			
293	1332.377399	0.001590073	67371008	F	F	MS CAN $7DA	MS CAN		7DA	F	F	3	22	F1	0	0	0	0	0			
294	1332.381437	0.004037976	67371008	F	F	MS CAN $6D8	MS CAN		6D8	F	F	3	22	F1	0	0	0	0	0			
295	1332.383935	0.002498031	67371008	F	F	MS CAN $7DB	MS CAN		7DB	F	F	7	62	F1	0	0	2	1	3			
296	1332.384787	0.000852287	67371008	F	F	MS CAN $511	MS CAN		511	F	F	7	62	F1	0	0	10	3	3			
297	1332.385449	0.000662029	67371008	F	F	MS CAN $628	MS CAN		628	F	F	3	22	F1	0	0	0	0	0			
298	1332.385729	0.000280201	67371008	F	F	MS CAN $513	MS CAN		513	F	F	7	62	F1	0	0	3	2	3			
299	1332.38729	0.001560211	67371008	F	F	MS CAN $51B	MS CAN		51B	F	F	7	62	F1	0	0	2	3	3			
300	1332.389436	0.002146006	67371008	F	F	MS CAN $784	MS CAN		784	F	F	3	22	F1	0	0	0	0	0			
301	1332.393032	0.003596067	67371008	F	F	MS CAN $505	MS CAN		505	F	F	7	62	F1	0	0	2	3	3			
302	1332.393512	0.000480056	67371008	F	F	MS CAN $7E0	MS CAN		7.00E+00	F	F	2	3E	1	0	0	0	0	0			
303	1332.394344	0.000832021	67371008	F	F	MS CAN $785	MS CAN		785	F	F	7	62	F1	0	0	10	1	1			
304	1332.396948	0.002604127	67371008	F	F	MS CAN $7E8	MS CAN		7.00E+08	F	F	1	7E	0	37	33	34	39	30			
305	1332.397416	0.000468016	67371008	F	F	MS CAN $622	MS CAN		622	F	F	2	3E	1	0	0	0	0	0			
306	1332.39953	0.002114177	67371008	F	F	MS CAN $484	MS CAN		484	F	F	1	7E	0	0	0	0	0	0			
307	1332.401434	0.001903892	67371008	F	F	MS CAN $640	MS CAN		640	F	F	2	3E	1	0	0	0	0	0			
308	1332.405422	0.003987789	67371008	F	F	MS CAN $650	MS CAN		650	F	F	2	3E	1	0	0	0	0	0			
309	1332.40852	0.00309813	67371008	F	F	MS CAN $50A	MS CAN		50A	F	F	1	7E	0	0	0	0	0	0			
310	1332.409456	0.000935972	67371008	F	F	MS CAN $728	MS CAN		728	F	F	2	3E	1	0	0	0	0	0			
311	1332.410666	0.001210153	67371008	F	F	MS CAN $508	MS CAN		508	F	F	1	7E	0	0	0	0	0	0			
312	1332.413436	0.002769887	67371008	F	F	MS CAN $7F8	MS CAN		7F8	F	F	2	3E	1	0	0	0	0	0			
313	1332.413684	0.000248194	67371008	F	F	MS CAN $525	MS CAN		525	F	F	1	7E	0	0	0	0	0	0			
314	1332.417462	0.003777802	67371008	F	F	MS CAN $678	MS CAN		678	F	F	2	3E	1	0	0	0	0	0			
315	1332.419808	0.002346218	67371008	F	F	MS CAN $50F	MS CAN		50F	F	F	1	7E	0	0	0	0	0	0			
316	1332.421446	0.001637876	67371008	F	F	MS CAN $680	MS CAN		680	F	F	2	3E	1	0	0	0	0	0			
317	1332.423768	0.002322018	67371008	F	F	MS CAN $53F	MS CAN		53F	F	F	1	7E	0	0	0	0	0	0			
318	1332.425452	0.00168401	67371008	F	F	MS CAN $6CC	MS CAN		6CC	F	F	3	22	F1	0	0	0	0	0			
319	1332.425898	0.000446081	67371008	F	F	MS CAN $510	MS CAN		510	F	F	1	7E	0	0	0	0	0	0			
320	1332.429456	0.00355798	67371008	F	F	MS CAN $6A0	MS CAN		6A0	F	F	2	3E	1	0	0	0	0	0			
321	1332.433446	0.003989995	67371008	F	F	MS CAN $620	MS CAN		620	F	F	2	21	4A	0	0	0	0	0			
322	1332.437458	0.004011989	67371008	F	F	MS CAN $6E0	MS CAN		6.00E+00	F	F	3	22	F1	0	0	0	0	0			
323	1332.439644	0.00218612	67371008	F	F	MS CAN $6CD	MS CAN		6CD	F	F	7	62	F1	0	0	10	2	3			
324	1332.441328	0.001684189	67371008	F	F	MS CAN $514	MS CAN		514	F	F	1	7E	60	0	5	1	36	38			
325	1332.443005	0.001676261	67371008	F	F	MS CAN $504	MS CAN		504	F	F	6	61	4A	0	1C	80	80	36			
326	1332.446931	0.003926158	67371008	F	F	MS CAN $51C	MS CAN		51C	F	F	7	62	F1	0	0	5	1	3			
327	1332.541132	0.094201028	67371008	F	F	MS CAN $6B0	MS CAN		6B0	F	F	2	3E	1	0	0	0	0	0			
328	1332.751243	0.210111082	67371008	F	F	MS CAN $648	MS CAN		648	F	F	2	3E	1	0	0	0	0	0			
329	1332.755205	0.003961802	2.88072E+14	F	F	MS CAN $620	MS CAN		620	F	F	2	3E	1	0	0	0	0	0			
330	1332.762323	0.007118165	67371008	F	F	MS CAN $509	MS CAN		509	F	F	1	7E	0	0	0	0	0	0			
331	1332.764547	0.002224207	2.89172E+14	F	F	MS CAN $504	MS CAN		504	F	F	1	7E	3E	0	1C	80	80	36			
332	1332.941176	0.176628828	2.88072E+14	F	F	MS CAN $620	MS CAN		620	F	F	2	21	4A	0	0	0	0	0			
333	1332.946116	0.004939914	2.89172E+14	F	F	MS CAN $504	MS CAN		504	F	F	6	61	4A	0	1C	80	80	36			
334	1333.381431	0.435315549	67371008	F	F	MS CAN $600	MS CAN		600	F	F	2	3E	1	0	0	0	0	0			
335	1333.384601	0.003170133	67371008	F	F	MS CAN $500	MS CAN		500	F	F	1	7E	0	12	37	39	32	32			
336	1333.385407	0.000805855	67371008	F	F	MS CAN $658	MS CAN		658	F	F	2	3E	1	0	0	0	0	0			
337	1333.389421	0.004014015	67371008	F	F	MS CAN $688	MS CAN		688	F	F	3	22	F1	0	0	0	0	0			
338	1333.393409	0.003987908	67371008	F	F	MS CAN $698	MS CAN		698	F	F	3	22	F1	0	0	0	0	0			
339	1333.395165	0.001755953	67371008	F	F	MS CAN $50B	MS CAN		50B	F	F	1	7E	0	0	0	0	0	0			
340	1333.397407	0.002242029	67371008	F	F	MS CAN $7DA	MS CAN		7DA	F	F	3	22	F1	0	0	0	0	0			
341	1333.401445	0.004037797	67371008	F	F	MS CAN $6D8	MS CAN		6D8	F	F	3	22	F1	0	0	0	0	0			
342	1333.403891	0.002446175	67371008	F	F	MS CAN $7DB	MS CAN		7DB	F	F	7	62	F1	0	0	2	1	3			
343	1333.404595	0.00070411	67371008	F	F	MS CAN $511	MS CAN		511	F	F	7	62	F1	0	0	10	3	3			
344	1333.405453	0.000858068	67371008	F	F	MS CAN $628	MS CAN		628	F	F	3	22	F1	0	0	0	0	0			
345	1333.40569	0.000236213	67371008	F	F	MS CAN $513	MS CAN		513	F	F	7	62	F1	0	0	3	2	3			
346	1333.406488	0.000798225	67371008	F	F	MS CAN $51B	MS CAN		51B	F	F	7	62	F1	0	0	2	3	3			
347	1333.409438	0.002949953	67371008	F	F	MS CAN $784	MS CAN		784	F	F	3	22	F1	0	0	0	0	0			
348	1333.41303	0.003592014	67371008	F	F	MS CAN $505	MS CAN		505	F	F	7	62	F1	0	0	2	3	3			
349	1333.413528	0.000498116	67371008	F	F	MS CAN $7E0	MS CAN		7.00E+00	F	F	2	3E	1	0	0	0	0	0			
350	1333.413944	0.0004161	67371008	F	F	MS CAN $785	MS CAN		785	F	F	7	62	F1	0	0	10	1	1			
351	1333.415966	0.002022088	67371008	F	F	MS CAN $7E8	MS CAN		7.00E+08	F	F	1	7E	0	37	33	34	39	30			
352	1333.417498	0.001532137	67371008	F	F	MS CAN $622	MS CAN		622	F	F	2	3E	1	0	0	0	0	0			
353	1333.419576	0.002077997	67371008	F	F	MS CAN $484	MS CAN		484	F	F	1	7E	0	0	0	0	0	0			
354	1333.42151	0.001934052	67371008	F	F	MS CAN $640	MS CAN		640	F	F	2	3E	1	0	0	0	0	0			
355	1333.4255	0.003989816	67371008	F	F	MS CAN $650	MS CAN		650	F	F	2	3E	1	0	0	0	0	0			
356	1333.428728	0.003228009	67371008	F	F	MS CAN $50A	MS CAN		50A	F	F	1	7E	0	0	0	0	0	0			
357	1333.429536	0.00080806	67371008	F	F	MS CAN $728	MS CAN		728	F	F	2	3E	1	0	0	0	0	0			
358	1333.430528	0.00099206	67371008	F	F	MS CAN $508	MS CAN		508	F	F	1	7E	0	0	0	0	0	0			
359	1333.433518	0.002989888	67371008	F	F	MS CAN $7F8	MS CAN		7F8	F	F	2	3E	1	0	0	0	0	0			
360	1333.435822	0.002304077	67371008	F	F	MS CAN $525	MS CAN		525	F	F	1	7E	0	0	0	0	0	0			
361	1333.437516	0.001693964	67371008	F	F	MS CAN $678	MS CAN		678	F	F	2	3E	1	0	0	0	0	0			
362	1333.437768	0.000252128	67371008	F	F	MS CAN $53F	MS CAN		53F	F	F	1	7E	0	0	0	0	0	0			
363	1333.44153	0.003761947	67371008	F	F	MS CAN $680	MS CAN		680	F	F	2	3E	1	0	0	0	0	0			
364	1333.445174	0.003644109	67371008	F	F	MS CAN $510	MS CAN		510	F	F	1	7E	0	0	0	0	0	0			
365	1333.445604	0.000429928	67371008	F	F	MS CAN $6CC	MS CAN		6CC	F	F	3	22	F1	0	0	0	0	0			
366	1333.447566	0.001962185	67371008	F	F	MS CAN $50F	MS CAN		50F	F	F	1	7E	0	0	0	0	0	0			
367	1333.449544	0.00197798	67371008	F	F	MS CAN $6A0	MS CAN		6A0	F	F	2	3E	1	0	0	0	0	0			
368	1333.453528	0.003983736	67371008	F	F	MS CAN $620	MS CAN		620	F	F	2	21	4A	0	0	0	0	0			
369	1333.457546	0.00401777	67371008	F	F	MS CAN $6E0	MS CAN		6.00E+00	F	F	3	22	F1	0	0	0	0	0			
370	1333.458012	0.000466108	67371008	F	F	MS CAN $514	MS CAN		514	F	F	1	7E	60	0	5	1	36	38			
371	1333.459024	0.001012206	67371008	F	F	MS CAN $504	MS CAN		504	F	F	6	61	4A	0	1C	80	80	36			
372	1333.459728	0.000704229	67371008	F	F	MS CAN $6CD	MS CAN		6CD	F	F	7	62	F1	0	0	10	2	3			
373	1333.467939	0.008210123	67371008	F	F	MS CAN $51C	MS CAN		51C	F	F	7	62	F1	0	0	5	1	3			
374	1333.561066	0.09312731	67371008	F	F	MS CAN $6B0	MS CAN		6B0	F	F	2	3E	1	0	0	0	0	0			
375	1333.761246	0.200179636	67371008	F	F	MS CAN $648	MS CAN		648	F	F	2	3E	1	0	0	0	0	0			
376	1333.764234	0.002987981	67371008	F	F	MS CAN $509	MS CAN		509	F	F	1	7E	0	0	0	0	0	0			
377	1333.765222	0.000988066	2.88072E+14	F	F	MS CAN $620	MS CAN		620	F	F	2	3E	1	0	0	0	0	0			
378	1333.770292	0.005069971	2.89172E+14	F	F	MS CAN $504	MS CAN		504	F	F	1	7E	3E	0	1C	80	80	36			
379	1333.961208	0.190916121	2.88072E+14	F	F	MS CAN $620	MS CAN		620	F	F	2	21	4A	0	0	0	0	0			
380	1333.961818	0.000610113	2.89172E+14	F	F	MS CAN $504	MS CAN		504	F	F	6	61	4A	0	1C	80	80	36			
381	1334.401445	0.43962729	67371008	F	F	MS CAN $600	MS CAN		600	F	F	2	3E	1	0	0	0	0	0			
382	1334.404641	0.003196061	67371008	F	F	MS CAN $500	MS CAN		500	F	F	1	7E	0	12	37	39	32	32			
383	1334.405415	0.000774086	67371008	F	F	MS CAN $658	MS CAN		658	F	F	2	3E	1	0	0	0	0	0			
384	1334.409429	0.004014015	67371008	F	F	MS CAN $688	MS CAN		688	F	F	3	22	F1	0	0	0	0	0			
385	1334.413423	0.003993809	67371008	F	F	MS CAN $698	MS CAN		698	F	F	3	22	F1	0	0	0	0	0			
386	1334.413669	0.000246108	67371008	F	F	MS CAN $50B	MS CAN		50B	F	F	1	7E	0	0	0	0	0	0			
387	1334.417419	0.003749907	67371008	F	F	MS CAN $7DA	MS CAN		7DA	F	F	3	22	F1	0	0	0	0	0			
388	1334.421453	0.004033983	67371008	F	F	MS CAN $6D8	MS CAN		6D8	F	F	3	22	F1	0	0	0	0	0			
389	1334.423877	0.002424002	67371008	F	F	MS CAN $7DB	MS CAN		7DB	F	F	7	62	F1	0	0	2	1	3			
390	1334.425209	0.001332283	67371008	F	F	MS CAN $511	MS CAN		511	F	F	7	62	F1	0	0	10	3	3			
391	1334.425453	0.000244141	67371008	F	F	MS CAN $628	MS CAN		628	F	F	3	22	F1	0	0	0	0	0			
392	1334.42715	0.00169611	67371008	F	F	MS CAN $513	MS CAN		513	F	F	7	62	F1	0	0	3	2	3			
393	1334.42899	0.001840174	67371008	F	F	MS CAN $51B	MS CAN		51B	F	F	7	62	F1	0	0	2	3	3			
394	1334.429472	0.000482023	67371008	F	F	MS CAN $784	MS CAN		784	F	F	3	22	F1	0	0	0	0	0			
395	1334.433112	0.003640175	67371008	F	F	MS CAN $505	MS CAN		505	F	F	7	62	F1	0	0	2	3	3			
396	1334.433556	0.000443935	67371008	F	F	MS CAN $7E0	MS CAN		7.00E+00	F	F	2	3E	1	0	0	0	0	0			
397	1334.433834	0.000278056	67371008	F	F	MS CAN $785	MS CAN		785	F	F	7	62	F1	0	0	10	1	1			
398	1334.436998	0.003164172	67371008	F	F	MS CAN $7E8	MS CAN		7.00E+08	F	F	1	7E	0	37	33	34	39	30			
399	1334.437454	0.000455976	67371008	F	F	MS CAN $622	MS CAN		622	F	F	2	3E	1	0	0	0	0	0			
400	1334.44146	0.004005849	67371008	F	F	MS CAN $640	MS CAN		640	F	F	2	3E	1	0	0	0	0	0			
401	1334.441914	0.000454128	67371008	F	F	MS CAN $484	MS CAN		484	F	F	1	7E	0	0	0	0	0	0			
402	1334.445462	0.003547907	67371008	F	F	MS CAN $650	MS CAN		650	F	F	2	3E	1	0	0	0	0	0			
403	1334.448734	0.003272116	67371008	F	F	MS CAN $50A	MS CAN		50A	F	F	1	7E	0	0	0	0	0	0			
404	1334.449484	0.000749886	67371008	F	F	MS CAN $728	MS CAN		728	F	F	2	3E	1	0	0	0	0	0			
405	1334.450382	0.000898063	67371008	F	F	MS CAN $508	MS CAN		508	F	F	1	7E	0	0	0	0	0	0			
406	1334.453472	0.003089905	67371008	F	F	MS CAN $7F8	MS CAN		7F8	F	F	2	3E	1	0	0	0	0	0			
407	1334.456708	0.003236175	67371008	F	F	MS CAN $525	MS CAN		525	F	F	1	7E	0	0	0	0	0	0			
408	1334.457502	0.000793874	67371008	F	F	MS CAN $678	MS CAN		678	F	F	2	3E	1	0	0	0	0	0			
409	1334.461482	0.003979862	67371008	F	F	MS CAN $680	MS CAN		680	F	F	2	3E	1	0	0	0	0	0			
410	1334.46276	0.001277983	67371008	F	F	MS CAN $53F	MS CAN		53F	F	F	1	7E	0	0	0	0	0	0			
411	1334.465402	0.002642214	67371008	F	F	MS CAN $50F	MS CAN		50F	F	F	1	7E	0	0	0	0	0	0			
412	1334.465644	0.000241995	67371008	F	F	MS CAN $6CC	MS CAN		6CC	F	F	3	22	F1	0	0	0	0	0			
413	1334.469502	0.00385803	67371008	F	F	MS CAN $6A0	MS CAN		6A0	F	F	2	3E	1	0	0	0	0	0			
414	1334.473486	0.003983974	67371008	F	F	MS CAN $620	MS CAN		620	F	F	2	21	4A	0	0	0	0	0			
415	1334.473736	0.00025022	67371008	F	F	MS CAN $510	MS CAN		510	F	F	1	7E	0	0	0	0	0	0			
416	1334.474635	0.000898242	67371008	F	F	MS CAN $504	MS CAN		504	F	F	6	61	4A	0	1C	80	80	36			
417	1334.477511	0.002875984	67371008	F	F	MS CAN $6E0	MS CAN		6.00E+00	F	F	3	22	F1	0	0	0	0	0			
418	1334.478201	0.000690162	67371008	F	F	MS CAN $514	MS CAN		514	F	F	1	7E	60	0	5	1	36	38			
419	1334.479813	0.001612186	67371008	F	F	MS CAN $6CD	MS CAN		6CD	F	F	7	62	F1	0	0	10	2	3			
420	1334.487949	0.008136034	67371008	F	F	MS CAN $51C	MS CAN		51C	F	F	7	62	F1	0	0	5	1	3			
421	1334.572985	0.085035801	2.97968E+14	F	F	MS CAN $648	MS CAN		648	F	F	4	18	0	FF	0	0	0	0			
422	1334.576381	0.003396094	2.84774E+14	F	F	MS CAN $509	MS CAN		509	F	F	2	58	0	0	0	0	0	0			
423	1334.576957	0.0005759	2.97968E+14	F	F	MS CAN $600	MS CAN		600	F	F	4	18	0	FF	0	0	0	0			
424	1334.580958	0.004001796	2.97968E+14	F	F	MS CAN $658	MS CAN		658	F	F	4	18	0	FF	0	0	0	0			
425	1334.583468	0.002510011	2.84774E+14	F	F	MS CAN $50B	MS CAN		50B	F	F	2	58	0	0	0	0	0	0			
426	1334.584653	0.001184106	2.84774E+14	F	F	MS CAN $500	MS CAN		500	F	F	2	58	0	12	37	39	32	32			
427	1334.585023	0.000370085	2.97968E+14	F	F	MS CAN $620	MS CAN		620	F	F	4	18	0	FF	0	0	0	0			
428	1334.586037	0.001014113	3.50744E+14	F	F	MS CAN $504	MS CAN		504	F	F	5	58	1	C1	84	60	80	36			
429	1334.588983	0.002946079	2.96868E+14	F	F	MS CAN $6D8	MS CAN		6D8	F	F	3	19	2	0D	0	0	0	0			
430	1334.592963	0.003979981	2.96868E+14	F	F	MS CAN $628	MS CAN		628	F	F	3	19	2	0D	0	0	0	0			
431	1334.595573	0.002610147	2.97968E+14	F	F	MS CAN $51B	MS CAN		51B	F	F	3	59	2	39	0	2	3	3			
432	1334.601067	0.00549376	67371008	F	F	MS CAN $6B0	MS CAN		6B0	F	F	2	3E	1	0	0	0	0	0			
433	1334.603091	0.002024055	2.97968E+14	F	F	MS CAN $505	MS CAN		505	F	F	3	59	2	FB	0	2	3	3			
434	1334.771312	0.168221474	2.97968E+14	F	F	MS CAN $648	MS CAN		648	F	F	2	3E	1	0	0	0	0	0			
435	1334.775272	0.003960073	2.97968E+14	F	F	MS CAN $620	MS CAN		620	F	F	2	3E	1	0	0	0	0	0			
436	1334.776114	0.000842094	2.84774E+14	F	F	MS CAN $509	MS CAN		509	F	F	1	7E	0	0	0	0	0	0			
